,Time,AUD/USD,AUGDP,AUUN,AUIR,USAGDP,USAUN,USAIR
1253,6/7/2021,0.7734,573897,5.0396125,0.1,23292.362,5.9,0.08
1254,6/8/2021,0.7743,573897,5.0396125,0.1,23292.362,5.9,0.08
1255,6/9/2021,0.774,573897,5.0396125,0.1,23292.362,5.9,0.08
1256,6/10/2021,0.7737,573897,5.0396125,0.1,23292.362,5.9,0.08
1257,6/11/2021,0.7754,573897,5.0396125,0.1,23292.362,5.9,0.08
1258,6/12/2021,0.770798455,573897,5.0396125,0.1,23292.362,5.9,0.08
1259,6/13/2021,0.770694496,573897,5.0396125,0.1,23292.362,5.9,0.08
1260,6/14/2021,0.771400184,573897,5.0396125,0.1,23292.362,5.9,0.08
1261,6/15/2021,0.7716,573897,5.0396125,0.1,23292.362,5.9,0.08
1262,6/16/2021,0.7694,573897,5.0396125,0.1,23292.362,5.9,0.08
1263,6/17/2021,0.7632,573897,5.0396125,0.1,23292.362,5.9,0.08
1264,6/18/2021,0.7537,573897,5.0396125,0.1,23292.362,5.9,0.08
1265,6/19/2021,0.747799972,573897,5.0396125,0.1,23292.362,5.9,0.08
1266,6/20/2021,0.750199928,573897,5.0396125,0.1,23292.362,5.9,0.08
1267,6/21/2021,0.75,573897,5.0396125,0.1,23292.362,5.9,0.08
1268,6/22/2021,0.7509,573897,5.0396125,0.1,23292.362,5.9,0.08
1269,6/23/2021,0.7545,573897,5.0396125,0.1,23292.362,5.9,0.08
1270,6/24/2021,0.7569,573897,5.0396125,0.1,23292.362,5.9,0.08
1271,6/25/2021,0.7594,573897,5.0396125,0.1,23292.362,5.9,0.08
1272,6/26/2021,0.758700013,573897,5.0396125,0.1,23292.362,5.9,0.08
1273,6/27/2021,0.759481365,573897,5.0396125,0.1,23292.362,5.9,0.08
1274,6/28/2021,0.7591,573897,5.0396125,0.1,23292.362,5.9,0.08
1275,6/29/2021,0.7563,573897,5.0396125,0.1,23292.362,5.9,0.08
1276,6/30/2021,0.7518,573897,5.0396125,0.1,23292.362,5.9,0.08
1277,7/1/2021,0.7483,563136,4.7702656,0.1,23828.973,5.4,0.1
1278,7/2/2021,0.7466,563136,4.7702656,0.1,23828.973,5.4,0.1
1279,7/3/2021,0.753034163,563136,4.7702656,0.1,23828.973,5.4,0.1
1280,7/4/2021,0.75181978,563136,4.7702656,0.1,23828.973,5.4,0.1
1281,7/5/2021,0.7513,563136,4.7702656,0.1,23828.973,5.4,0.1
1282,7/6/2021,0.7578,563136,4.7702656,0.1,23828.973,5.4,0.1
1283,7/7/2021,0.7504,563136,4.7702656,0.1,23828.973,5.4,0.1
1284,7/8/2021,0.746,563136,4.7702656,0.1,23828.973,5.4,0.1
1285,7/9/2021,0.7427,563136,4.7702656,0.1,23828.973,5.4,0.1
1286,7/10/2021,0.748529327,563136,4.7702656,0.1,23828.973,5.4,0.1
1287,7/11/2021,0.748957077,563136,4.7702656,0.1,23828.973,5.4,0.1
1288,7/12/2021,0.7474,563136,4.7702656,0.1,23828.973,5.4,0.1
1289,7/13/2021,0.7488,563136,4.7702656,0.1,23828.973,5.4,0.1
1290,7/14/2021,0.746,563136,4.7702656,0.1,23828.973,5.4,0.1
1291,7/15/2021,0.7478,563136,4.7702656,0.1,23828.973,5.4,0.1
1292,7/16/2021,0.7439,563136,4.7702656,0.1,23828.973,5.4,0.1
1293,7/17/2021,0.739849633,563136,4.7702656,0.1,23828.973,5.4,0.1
1294,7/18/2021,0.738900059,563136,4.7702656,0.1,23828.973,5.4,0.1
1295,7/19/2021,0.7382,563136,4.7702656,0.1,23828.973,5.4,0.1
1296,7/20/2021,0.7324,563136,4.7702656,0.1,23828.973,5.4,0.1
1297,7/21/2021,0.7298,563136,4.7702656,0.1,23828.973,5.4,0.1
1298,7/22/2021,0.7356,563136,4.7702656,0.1,23828.973,5.4,0.1
1299,7/23/2021,0.7365,563136,4.7702656,0.1,23828.973,5.4,0.1
1300,7/24/2021,0.736354793,563136,4.7702656,0.1,23828.973,5.4,0.1
1301,7/25/2021,0.73678991,563136,4.7702656,0.1,23828.973,5.4,0.1
1302,7/26/2021,0.7353,563136,4.7702656,0.1,23828.973,5.4,0.1
1303,7/27/2021,0.7372,563136,4.7702656,0.1,23828.973,5.4,0.1
1304,7/28/2021,0.7361,563136,4.7702656,0.1,23828.973,5.4,0.1
1305,7/29/2021,0.7383,563136,4.7702656,0.1,23828.973,5.4,0.1
1306,7/30/2021,0.7381,563136,4.7702656,0.1,23828.973,5.4,0.1
1307,7/31/2021,0.734598949,563136,4.7702656,0.1,23828.973,5.4,0.1
1308,8/1/2021,0.734181509,563136,4.5988782,0.1,23828.973,5.1,0.09
1309,8/2/2021,0.736044775,563136,4.5988782,0.1,23828.973,5.1,0.09
1310,8/3/2021,0.7397,563136,4.5988782,0.1,23828.973,5.1,0.09
1311,8/4/2021,0.7397,563136,4.5988782,0.1,23828.973,5.1,0.09
1312,8/5/2021,0.7395,563136,4.5988782,0.1,23828.973,5.1,0.09
1313,8/6/2021,0.7391,563136,4.5988782,0.1,23828.973,5.1,0.09
1314,8/7/2021,0.735429848,563136,4.5988782,0.1,23828.973,5.1,0.09
1315,8/8/2021,0.733598749,563136,4.5988782,0.1,23828.973,5.1,0.09
1316,8/9/2021,0.7357,563136,4.5988782,0.1,23828.973,5.1,0.09
1317,8/10/2021,0.733,563136,4.5988782,0.1,23828.973,5.1,0.09
1318,8/11/2021,0.7338,563136,4.5988782,0.1,23828.973,5.1,0.09
1319,8/12/2021,0.7365,563136,4.5988782,0.1,23828.973,5.1,0.09
1320,8/13/2021,0.7337,563136,4.5988782,0.1,23828.973,5.1,0.09
1321,8/14/2021,0.736943571,563136,4.5988782,0.1,23828.973,5.1,0.09
1322,8/15/2021,0.736530514,563136,4.5988782,0.1,23828.973,5.1,0.09
1323,8/16/2021,0.7336,563136,4.5988782,0.1,23828.973,5.1,0.09
1324,8/17/2021,0.7311,563136,4.5988782,0.1,23828.973,5.1,0.09
1325,8/18/2021,0.7259,563136,4.5988782,0.1,23828.973,5.1,0.09
1326,8/19/2021,0.719,563136,4.5988782,0.1,23828.973,5.1,0.09
1327,8/20/2021,0.7133,563136,4.5988782,0.1,23828.973,5.1,0.09
1328,8/21/2021,0.712981467,563136,4.5988782,0.1,23828.973,5.1,0.09
1329,8/22/2021,0.713801349,563136,4.5988782,0.1,23828.973,5.1,0.09
1330,8/23/2021,0.7161,563136,4.5988782,0.1,23828.973,5.1,0.09
1331,8/24/2021,0.7234,563136,4.5988782,0.1,23828.973,5.1,0.09
1332,8/25/2021,0.7245,563136,4.5988782,0.1,23828.973,5.1,0.09
1333,8/26/2021,0.7264,563136,4.5988782,0.1,23828.973,5.1,0.09
1334,8/27/2021,0.7247,563136,4.5988782,0.1,23828.973,5.1,0.09
1335,8/28/2021,0.731354483,563136,4.5988782,0.1,23828.973,5.1,0.09
1336,8/29/2021,0.731533712,563136,4.5988782,0.1,23828.973,5.1,0.09
1337,8/30/2021,0.7297,563136,4.5988782,0.1,23828.973,5.1,0.09
1338,8/31/2021,0.7335,563136,4.5988782,0.1,23828.973,5.1,0.09
1339,9/1/2021,0.7325,563136,4.7058385,0.1,23828.973,4.7,0.08
1340,9/2/2021,0.738,563136,4.7058385,0.1,23828.973,4.7,0.08
1341,9/3/2021,0.7423,563136,4.7058385,0.1,23828.973,4.7,0.08
1342,9/4/2021,0.745628195,563136,4.7058385,0.1,23828.973,4.7,0.08
1343,9/5/2021,0.744295718,563136,4.7058385,0.1,23828.973,4.7,0.08
1344,9/6/2021,0.7435,563136,4.7058385,0.1,23828.973,4.7,0.08
1345,9/7/2021,0.7422,563136,4.7058385,0.1,23828.973,4.7,0.08
1346,9/8/2021,0.7384,563136,4.7058385,0.1,23828.973,4.7,0.08
1347,9/9/2021,0.7349,563136,4.7058385,0.1,23828.973,4.7,0.08
1348,9/10/2021,0.7382,563136,4.7058385,0.1,23828.973,4.7,0.08
1349,9/11/2021,0.735599716,563136,4.7058385,0.1,23828.973,4.7,0.08
1350,9/12/2021,0.736553299,563136,4.7058385,0.1,23828.973,4.7,0.08
1351,9/13/2021,0.7348,563136,4.7058385,0.1,23828.973,4.7,0.08
1352,9/14/2021,0.734,563136,4.7058385,0.1,23828.973,4.7,0.08
1353,9/15/2021,0.7323,563136,4.7058385,0.1,23828.973,4.7,0.08
1354,9/16/2021,0.7317,563136,4.7058385,0.1,23828.973,4.7,0.08
1355,9/17/2021,0.7303,563136,4.7058385,0.1,23828.973,4.7,0.08
1356,9/18/2021,0.726600028,563136,4.7058385,0.1,23828.973,4.7,0.08
1357,9/19/2021,0.726383634,563136,4.7058385,0.1,23828.973,4.7,0.08
1358,9/20/2021,0.7241,563136,4.7058385,0.1,23828.973,4.7,0.08
1359,9/21/2021,0.7268,563136,4.7058385,0.1,23828.973,4.7,0.08
1360,9/22/2021,0.725,563136,4.7058385,0.1,23828.973,4.7,0.08
1361,9/23/2021,0.7244,563136,4.7058385,0.1,23828.973,4.7,0.08
1362,9/24/2021,0.7297,563136,4.7058385,0.1,23828.973,4.7,0.08
1363,9/25/2021,0.726147858,563136,4.7058385,0.1,23828.973,4.7,0.08
1364,9/26/2021,0.726635402,563136,4.7058385,0.1,23828.973,4.7,0.08
1365,9/27/2021,0.7284,563136,4.7058385,0.1,23828.973,4.7,0.08
1366,9/28/2021,0.731,563136,4.7058385,0.1,23828.973,4.7,0.08
1367,9/29/2021,0.7254,563136,4.7058385,0.1,23828.973,4.7,0.08
1368,9/30/2021,0.7206,563136,4.7058385,0.1,23828.973,4.7,0.08
1369,10/1/2021,0.7211,586480,5.2676646,0.1,24654.603,4.5,0.08
1370,10/2/2021,0.7263103,586480,5.2676646,0.1,24654.603,4.5,0.08
1371,10/3/2021,0.72743144,586480,5.2676646,0.1,24654.603,4.5,0.08
1372,10/4/2021,0.729004843,586480,5.2676646,0.1,24654.603,4.5,0.08
1373,10/5/2021,0.7265,586480,5.2676646,0.1,24654.603,4.5,0.08
1374,10/6/2021,0.726,586480,5.2676646,0.1,24654.603,4.5,0.08
1375,10/7/2021,0.7281,586480,5.2676646,0.1,24654.603,4.5,0.08
1376,10/8/2021,0.7298,586480,5.2676646,0.1,24654.603,4.5,0.08
1377,10/9/2021,0.73100003,586480,5.2676646,0.1,24654.603,4.5,0.08
1378,10/10/2021,0.729446744,586480,5.2676646,0.1,24654.603,4.5,0.08
1379,10/11/2021,0.7319,586480,5.2676646,0.1,24654.603,4.5,0.08
1380,10/12/2021,0.7349,586480,5.2676646,0.1,24654.603,4.5,0.08
1381,10/13/2021,0.734,586480,5.2676646,0.1,24654.603,4.5,0.08
1382,10/14/2021,0.7388,586480,5.2676646,0.1,24654.603,4.5,0.08
1383,10/15/2021,0.7422,586480,5.2676646,0.1,24654.603,4.5,0.08
1384,10/16/2021,0.741744568,586480,5.2676646,0.1,24654.603,4.5,0.08
1385,10/17/2021,0.742446718,586480,5.2676646,0.1,24654.603,4.5,0.08
1386,10/18/2021,0.7403,586480,5.2676646,0.1,24654.603,4.5,0.08
1387,10/19/2021,0.7455,586480,5.2676646,0.1,24654.603,4.5,0.08
1388,10/20/2021,0.7499,586480,5.2676646,0.1,24654.603,4.5,0.08
1389,10/21/2021,0.7508,586480,5.2676646,0.1,24654.603,4.5,0.08
1390,10/22/2021,0.7477,586480,5.2676646,0.1,24654.603,4.5,0.08
1391,10/23/2021,0.746353875,586480,5.2676646,0.1,24654.603,4.5,0.08
1392,10/24/2021,0.746870054,586480,5.2676646,0.1,24654.603,4.5,0.08
1393,10/25/2021,0.7487,586480,5.2676646,0.1,24654.603,4.5,0.08
1394,10/26/2021,0.7515,586480,5.2676646,0.1,24654.603,4.5,0.08
1395,10/27/2021,0.7526,586480,5.2676646,0.1,24654.603,4.5,0.08
1396,10/28/2021,0.751,586480,5.2676646,0.1,24654.603,4.5,0.08
1397,10/29/2021,0.7546,586480,5.2676646,0.1,24654.603,4.5,0.08
1398,10/30/2021,0.751718617,586480,5.2676646,0.1,24654.603,4.5,0.08
1399,10/31/2021,0.751784737,586480,5.2676646,0.1,24654.603,4.5,0.08
1400,11/1/2021,0.7505,586480,4.6087728,0.1,24654.603,4.1,0.08
1401,11/2/2021,0.7497,586480,4.6087728,0.1,24654.603,4.1,0.08
1402,11/3/2021,0.7435,586480,4.6087728,0.1,24654.603,4.1,0.08
1403,11/4/2021,0.7448,586480,4.6087728,0.1,24654.603,4.1,0.08
1404,11/5/2021,0.7397,586480,4.6087728,0.1,24654.603,4.1,0.08
1405,11/6/2021,0.739496743,586480,4.6087728,0.1,24654.603,4.1,0.08
1406,11/7/2021,0.739535025,586480,4.6087728,0.1,24654.603,4.1,0.08
1407,11/8/2021,0.7398,586480,4.6087728,0.1,24654.603,4.1,0.08
1408,11/9/2021,0.741,586480,4.6087728,0.1,24654.603,4.1,0.08
1409,11/10/2021,0.7368,586480,4.6087728,0.1,24654.603,4.1,0.08
1410,11/11/2021,0.7304,586480,4.6087728,0.1,24654.603,4.1,0.08
1411,11/12/2021,0.7287,586480,4.6087728,0.1,24654.603,4.1,0.08
1412,11/13/2021,0.733255022,586480,4.6087728,0.1,24654.603,4.1,0.08
1413,11/14/2021,0.733210398,586480,4.6087728,0.1,24654.603,4.1,0.08
1414,11/15/2021,0.7343,586480,4.6087728,0.1,24654.603,4.1,0.08
1415,11/16/2021,0.7354,586480,4.6087728,0.1,24654.603,4.1,0.08
1416,11/17/2021,0.7284,586480,4.6087728,0.1,24654.603,4.1,0.08
1417,11/18/2021,0.7273,586480,4.6087728,0.1,24654.603,4.1,0.08
1418,11/19/2021,0.7274,586480,4.6087728,0.1,24654.603,4.1,0.08
1419,11/20/2021,0.72320019,586480,4.6087728,0.1,24654.603,4.1,0.08
1420,11/21/2021,0.723125929,586480,4.6087728,0.1,24654.603,4.1,0.08
1421,11/22/2021,0.7253,586480,4.6087728,0.1,24654.603,4.1,0.08
1422,11/23/2021,0.7221,586480,4.6087728,0.1,24654.603,4.1,0.08
1423,11/24/2021,0.7209,586480,4.6087728,0.1,24654.603,4.1,0.08
1424,11/25/2021,0.7204,586480,4.6087728,0.1,24654.603,4.1,0.08
1425,11/26/2021,0.7142,586480,4.6087728,0.1,24654.603,4.1,0.08
1426,11/27/2021,0.712299924,586480,4.6087728,0.1,24654.603,4.1,0.08
1427,11/28/2021,0.714225005,586480,4.6087728,0.1,24654.603,4.1,0.08
1428,11/29/2021,0.714,586480,4.6087728,0.1,24654.603,4.1,0.08
1429,11/30/2021,0.7144,586480,4.6087728,0.1,24654.603,4.1,0.08
1430,12/1/2021,0.7169,586480,4.1765541,0.1,24654.603,3.9,0.08
1431,12/2/2021,0.7098,586480,4.1765541,0.1,24654.603,3.9,0.08
1432,12/3/2021,0.7076,586480,4.1765541,0.1,24654.603,3.9,0.08
1433,12/4/2021,0.700200187,586480,4.1765541,0.1,24654.603,3.9,0.08
1434,12/5/2021,0.701754878,586480,4.1765541,0.1,24654.603,3.9,0.08
1435,12/6/2021,0.7025,586480,4.1765541,0.1,24654.603,3.9,0.08
1436,12/7/2021,0.7071,586480,4.1765541,0.1,24654.603,3.9,0.08
1437,12/8/2021,0.7133,586480,4.1765541,0.1,24654.603,3.9,0.08
1438,12/9/2021,0.7174,586480,4.1765541,0.1,24654.603,3.9,0.08
1439,12/10/2021,0.7151,586480,4.1765541,0.1,24654.603,3.9,0.08
1440,12/11/2021,0.717299911,586480,4.1765541,0.1,24654.603,3.9,0.08
1441,12/12/2021,0.716569524,586480,4.1765541,0.1,24654.603,3.9,0.08
1442,12/13/2021,0.7176,586480,4.1765541,0.1,24654.603,3.9,0.08
1443,12/14/2021,0.7104,586480,4.1765541,0.1,24654.603,3.9,0.08
1444,12/15/2021,0.7114,586480,4.1765541,0.1,24654.603,3.9,0.08
1445,12/16/2021,0.716,586480,4.1765541,0.1,24654.603,3.9,0.08
1446,12/17/2021,0.7167,586480,4.1765541,0.1,24654.603,3.9,0.08
1447,12/18/2021,0.712599907,586480,4.1765541,0.1,24654.603,3.9,0.08
1448,12/19/2021,0.711639939,586480,4.1765541,0.1,24654.603,3.9,0.08
1449,12/20/2021,0.7109,586480,4.1765541,0.1,24654.603,3.9,0.08
1450,12/21/2021,0.7113,586480,4.1765541,0.1,24654.603,3.9,0.08
1451,12/22/2021,0.7133,586480,4.1765541,0.1,24654.603,3.9,0.08
1452,12/23/2021,0.721,586480,4.1765541,0.1,24654.603,3.9,0.08
1453,12/24/2021,0.7232,586480,4.1765541,0.1,24654.603,3.9,0.08
1454,12/25/2021,0.722364849,586480,4.1765541,0.1,24654.603,3.9,0.08
1455,12/26/2021,0.722974839,586480,4.1765541,0.1,24654.603,3.9,0.08
1456,12/27/2021,0.723500004,586480,4.1765541,0.1,24654.603,3.9,0.08
1457,12/28/2021,0.723226865,586480,4.1765541,0.1,24654.603,3.9,0.08
1458,12/29/2021,0.7233,586480,4.1765541,0.1,24654.603,3.9,0.08
1459,12/30/2021,0.7258,586480,4.1765541,0.1,24654.603,3.9,0.08
1460,12/31/2021,0.7256,586480,4.1765541,0.1,24654.603,3.9,0.08
1461,1/1/2022,0.726449594,589416,4.1511754,0.1,25029.116,4,0.08
1462,1/2/2022,0.726718835,589416,4.1511754,0.1,25029.116,4,0.08
1463,1/3/2022,0.71959996,589416,4.1511754,0.1,25029.116,4,0.08
1464,1/4/2022,0.7211,589416,4.1511754,0.1,25029.116,4,0.08
1465,1/5/2022,0.7232,589416,4.1511754,0.1,25029.116,4,0.08
1466,1/6/2022,0.7177,589416,4.1511754,0.1,25029.116,4,0.08
1467,1/7/2022,0.7162,589416,4.1511754,0.1,25029.116,4,0.08
1468,1/8/2022,0.718240139,589416,4.1511754,0.1,25029.116,4,0.08
1469,1/9/2022,0.717856022,589416,4.1511754,0.1,25029.116,4,0.08
1470,1/10/2022,0.7193,589416,4.1511754,0.1,25029.116,4,0.08
1471,1/11/2022,0.7186,589416,4.1511754,0.1,25029.116,4,0.08
1472,1/12/2022,0.7218,589416,4.1511754,0.1,25029.116,4,0.08
1473,1/13/2022,0.7291,589416,4.1511754,0.1,25029.116,4,0.08
1474,1/14/2022,0.7283,589416,4.1511754,0.1,25029.116,4,0.08
1475,1/15/2022,0.720699944,589416,4.1511754,0.1,25029.116,4,0.08
1476,1/16/2022,0.721580376,589416,4.1511754,0.1,25029.116,4,0.08
1477,1/17/2022,0.7207,589416,4.1511754,0.1,25029.116,4,0.08
1478,1/18/2022,0.7195,589416,4.1511754,0.1,25029.116,4,0.08
1479,1/19/2022,0.7188,589416,4.1511754,0.1,25029.116,4,0.08
1480,1/20/2022,0.7238,589416,4.1511754,0.1,25029.116,4,0.08
1481,1/21/2022,0.7192,589416,4.1511754,0.1,25029.116,4,0.08
1482,1/22/2022,0.717943122,589416,4.1511754,0.1,25029.116,4,0.08
1483,1/23/2022,0.718744497,589416,4.1511754,0.1,25029.116,4,0.08
1484,1/24/2022,0.718,589416,4.1511754,0.1,25029.116,4,0.08
1485,1/25/2022,0.7133,589416,4.1511754,0.1,25029.116,4,0.08
1486,1/26/2022,0.712140138,589416,4.1511754,0.1,25029.116,4,0.08
1487,1/27/2022,0.7082,589416,4.1511754,0.1,25029.116,4,0.08
1488,1/28/2022,0.7028,589416,4.1511754,0.1,25029.116,4,0.08
1489,1/29/2022,0.6988296,589416,4.1511754,0.1,25029.116,4,0.08
1490,1/30/2022,0.6995497,589416,4.1511754,0.1,25029.116,4,0.08
1491,1/31/2022,0.7011,589416,4.1511754,0.1,25029.116,4,0.08
1492,2/1/2022,0.7066,589416,4.0089985,0.1,25029.116,3.8,0.08
1493,2/2/2022,0.7134,589416,4.0089985,0.1,25029.116,3.8,0.08
1494,2/3/2022,0.712,589416,4.0089985,0.1,25029.116,3.8,0.08
1495,2/4/2022,0.715,589416,4.0089985,0.1,25029.116,3.8,0.08
1496,2/5/2022,0.706880135,589416,4.0089985,0.1,25029.116,3.8,0.08
1497,2/6/2022,0.70796811,589416,4.0089985,0.1,25029.116,3.8,0.08
1498,2/7/2022,0.7092,589416,4.0089985,0.1,25029.116,3.8,0.08
1499,2/8/2022,0.7121,589416,4.0089985,0.1,25029.116,3.8,0.08
1500,2/9/2022,0.7167,589416,4.0089985,0.1,25029.116,3.8,0.08
1501,2/10/2022,0.7175,589416,4.0089985,0.1,25029.116,3.8,0.08
1502,2/11/2022,0.712,589416,4.0089985,0.1,25029.116,3.8,0.08
1503,2/12/2022,0.713633759,589416,4.0089985,0.1,25029.116,3.8,0.08
1504,2/13/2022,0.714444423,589416,4.0089985,0.1,25029.116,3.8,0.08
1505,2/14/2022,0.7118,589416,4.0089985,0.1,25029.116,3.8,0.08
1506,2/15/2022,0.7127,589416,4.0089985,0.1,25029.116,3.8,0.08
1507,2/16/2022,0.7155,589416,4.0089985,0.1,25029.116,3.8,0.08
1508,2/17/2022,0.7172,589416,4.0089985,0.1,25029.116,3.8,0.08
1509,2/18/2022,0.7206,589416,4.0089985,0.1,25029.116,3.8,0.08
1510,2/19/2022,0.717399742,589416,4.0089985,0.1,25029.116,3.8,0.08
1511,2/20/2022,0.717175933,589416,4.0089985,0.1,25029.116,3.8,0.08
1512,2/21/2022,0.7215,589416,4.0089985,0.1,25029.116,3.8,0.08
1513,2/22/2022,0.7202,589416,4.0089985,0.1,25029.116,3.8,0.08
1514,2/23/2022,0.7235,589416,4.0089985,0.1,25029.116,3.8,0.08
1515,2/24/2022,0.7198,589416,4.0089985,0.1,25029.116,3.8,0.08
1516,2/25/2022,0.7198,589416,4.0089985,0.1,25029.116,3.8,0.08
1517,2/26/2022,0.723400038,589416,4.0089985,0.1,25029.116,3.8,0.08
1518,2/27/2022,0.718592134,589416,4.0089985,0.1,25029.116,3.8,0.08
1519,2/28/2022,0.7182,589416,4.0089985,0.1,25029.116,3.8,0.08
1520,3/1/2022,0.726,589416,3.9460628,0.1,25029.116,3.6,0.2
1521,3/2/2022,0.7269,589416,3.9460628,0.1,25029.116,3.6,0.2
1522,3/3/2022,0.7301,589416,3.9460628,0.1,25029.116,3.6,0.2
1523,3/4/2022,0.7359,589416,3.9460628,0.1,25029.116,3.6,0.2
1524,3/5/2022,0.737100013,589416,3.9460628,0.1,25029.116,3.6,0.2
1525,3/6/2022,0.739420191,589416,3.9460628,0.1,25029.116,3.6,0.2
1526,3/7/2022,0.7419,589416,3.9460628,0.1,25029.116,3.6,0.2
1527,3/8/2022,0.7309,589416,3.9460628,0.1,25029.116,3.6,0.2
1528,3/9/2022,0.7285,589416,3.9460628,0.1,25029.116,3.6,0.2
1529,3/10/2022,0.7321,589416,3.9460628,0.1,25029.116,3.6,0.2
1530,3/11/2022,0.7336,589416,3.9460628,0.1,25029.116,3.6,0.2
1531,3/12/2022,0.729102111,589416,3.9460628,0.1,25029.116,3.6,0.2
1532,3/13/2022,0.729645268,589416,3.9460628,0.1,25029.116,3.6,0.2
1533,3/14/2022,0.7258,589416,3.9460628,0.1,25029.116,3.6,0.2
1534,3/15/2022,0.7186,589416,3.9460628,0.1,25029.116,3.6,0.2
1535,3/16/2022,0.7207,589416,3.9460628,0.1,25029.116,3.6,0.2
1536,3/17/2022,0.7318,589416,3.9460628,0.1,25029.116,3.6,0.2
1537,3/18/2022,0.738,589416,3.9460628,0.1,25029.116,3.6,0.2
1538,3/19/2022,0.742499089,589416,3.9460628,0.1,25029.116,3.6,0.2
1539,3/20/2022,0.740964128,589416,3.9460628,0.1,25029.116,3.6,0.2
1540,3/21/2022,0.7404,589416,3.9460628,0.1,25029.116,3.6,0.2
1541,3/22/2022,0.7394,589416,3.9460628,0.1,25029.116,3.6,0.2
1542,3/23/2022,0.7459,589416,3.9460628,0.1,25029.116,3.6,0.2
1543,3/24/2022,0.7473,589416,3.9460628,0.1,25029.116,3.6,0.2
1544,3/25/2022,0.7526,589416,3.9460628,0.1,25029.116,3.6,0.2
1545,3/26/2022,0.751599968,589416,3.9460628,0.1,25029.116,3.6,0.2
1546,3/27/2022,0.751744046,589416,3.9460628,0.1,25029.116,3.6,0.2
1547,3/28/2022,0.7524,589416,3.9460628,0.1,25029.116,3.6,0.2
1548,3/29/2022,0.7482,589416,3.9460628,0.1,25029.116,3.6,0.2
1549,3/30/2022,0.7527,589416,3.9460628,0.1,25029.116,3.6,0.2
1550,3/31/2022,0.7482,589416,3.9460628,0.1,25029.116,3.6,0.2
1551,4/1/2022,0.7477,594189,3.8647255,0.1,25544.273,3.7,0.33
1552,4/2/2022,0.749027762,594189,3.8647255,0.1,25544.273,3.7,0.33
1553,4/3/2022,0.748500193,594189,3.8647255,0.1,25544.273,3.7,0.33
1554,4/4/2022,0.7514,594189,3.8647255,0.1,25544.273,3.7,0.33
1555,4/5/2022,0.7615,594189,3.8647255,0.1,25544.273,3.7,0.33
1556,4/6/2022,0.7572,594189,3.8647255,0.1,25544.273,3.7,0.33
1557,4/7/2022,0.7483,594189,3.8647255,0.1,25544.273,3.7,0.33
1558,4/8/2022,0.7483,594189,3.8647255,0.1,25544.273,3.7,0.33
1559,4/9/2022,0.745999763,594189,3.8647255,0.1,25544.273,3.7,0.33
1560,4/10/2022,0.74455008,594189,3.8647255,0.1,25544.273,3.7,0.33
1561,4/11/2022,0.7448,594189,3.8647255,0.1,25544.273,3.7,0.33
1562,4/12/2022,0.7433,594189,3.8647255,0.1,25544.273,3.7,0.33
1563,4/13/2022,0.7451,594189,3.8647255,0.1,25544.273,3.7,0.33
1564,4/14/2022,0.7458,594189,3.8647255,0.1,25544.273,3.7,0.33
1565,4/15/2022,0.739420191,594189,3.8647255,0.1,25544.273,3.7,0.33
1566,4/16/2022,0.739420191,594189,3.8647255,0.1,25544.273,3.7,0.33
1567,4/17/2022,0.739626917,594189,3.8647255,0.1,25544.273,3.7,0.33
1568,4/18/2022,0.735696046,594189,3.8647255,0.1,25544.273,3.7,0.33
1569,4/19/2022,0.7373,594189,3.8647255,0.1,25544.273,3.7,0.33
1570,4/20/2022,0.7426,594189,3.8647255,0.1,25544.273,3.7,0.33
1571,4/21/2022,0.7444,594189,3.8647255,0.1,25544.273,3.7,0.33
1572,4/22/2022,0.7335,594189,3.8647255,0.1,25544.273,3.7,0.33
1573,4/23/2022,0.724699648,594189,3.8647255,0.1,25544.273,3.7,0.33
1574,4/24/2022,0.723196529,594189,3.8647255,0.1,25544.273,3.7,0.33
1575,4/25/2022,0.717678282,594189,3.8647255,0.1,25544.273,3.7,0.33
1576,4/26/2022,0.722,594189,3.8647255,0.1,25544.273,3.7,0.33
1577,4/27/2022,0.7179,594189,3.8647255,0.1,25544.273,3.7,0.33
1578,4/28/2022,0.7096,594189,3.8647255,0.1,25544.273,3.7,0.33
1579,4/29/2022,0.7148,594189,3.8647255,0.1,25544.273,3.7,0.33
1580,4/30/2022,0.706689309,594189,3.8647255,0.1,25544.273,3.7,0.33
1581,5/1/2022,0.706277536,594189,3.9512962,0.1,25544.273,3.6,0.77
1582,5/2/2022,0.7043,594189,3.9512962,0.1,25544.273,3.6,0.77
1583,5/3/2022,0.7107,594189,3.9512962,0.1,25544.273,3.6,0.77
1584,5/4/2022,0.711,594189,3.9512962,0.35,25544.273,3.6,0.77
1585,5/5/2022,0.7241,594189,3.9512962,0.35,25544.273,3.6,0.77
1586,5/6/2022,0.7095,594189,3.9512962,0.35,25544.273,3.6,0.77
1587,5/7/2022,0.707799741,594189,3.9512962,0.35,25544.273,3.6,0.77
1588,5/8/2022,0.704435691,594189,3.9512962,0.35,25544.273,3.6,0.77
1589,5/9/2022,0.7002,594189,3.9512962,0.35,25544.273,3.6,0.77
1590,5/10/2022,0.6975,594189,3.9512962,0.35,25544.273,3.6,0.77
1591,5/11/2022,0.6955,594189,3.9512962,0.35,25544.273,3.6,0.77
